Area,1950,1960,1970,1980,1990,2000,2010,2019
New Mexico,681187.0,951023.0,1017055.0,1303303.0,1515069.0,1819046.0,2059179.0,2096829.0
Bernalillo,145673.0,262199.0,315774.0,419700.0,480577.0,556678.0,662564.0,679121.0
Sandoval,12438.0,14201.0,17492.0,34799.0,63319.0,89908.0,131561.0,146748.0
Torrance,8012.0,6497.0,5290.0,7491.0,10285.0,16911.0,16383.0,15461.0
Valencia,13530.0,16146.0,20451.0,30769.0,45235.0,66152.0,76569.0,76688.0
Central New Mexico,179653.0,299043.0,359007.0,492759.0,599416.0,729649.0,887077.0,918018.0
Central NM Share of State,0.2637352151465016,0.31444349926342474,0.3529868099561971,0.3780847584943793,0.3956361063423514,0.4011162994228843,0.4307915921830982,0.4378125254849108
